NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_DN	GSE21927_UNTREATED_VS_GMCSF_IL6_TREATED_BONE_MARROW_DN		49	0.9689794	1.1475203	0.14735337	1.0	1.0	134	tags=8%, list=3%, signal=8%	
GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN	GSE17721_CTRL_VS_PAM3CSK4_4H_BMDC_DN		55	0.97524446	1.1475139	0.09299191	1.0	1.0	69	tags=4%, list=2%, signal=4%	
GSE17721_POLYIC_VS_CPG_1H_BMDC_UP	GSE17721_POLYIC_VS_CPG_1H_BMDC_UP		70	0.9503524	1.1475135	0.23694779	1.0	1.0	135	tags=4%, list=3%, signal=4%	
GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_DN	GSE17721_0.5H_VS_12H_PAM3CSK4_BMDC_DN		86	0.94271517	1.1475042	0.20049505	1.0	1.0	9	tags=2%, list=0%, signal=2%	
HP_BRACHYDACTYLY	HP_BRACHYDACTYLY		104	0.92659354	1.1475028	0.22035928	1.0	1.0	75	tags=4%, list=2%, signal=4%	
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE	GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE		101	0.940424	1.147502	0.15394089	1.0	1.0	71	tags=6%, list=2%, signal=6%	
BENPORATH_OCT4_TARGETS	BENPORATH_OCT4_TARGETS		92	0.9418308	1.1475002	0.20493828	1.0	1.0	144	tags=5%, list=3%, signal=6%	
GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION	GOBP_PROTEIN_DNA_COMPLEX_SUBUNIT_ORGANIZATION		67	0.958454	1.1474588	0.21343873	1.0	1.0	134	tags=7%, list=3%, signal=8%	
GSE3982_BASOPHIL_VS_TH1_DN	GSE3982_BASOPHIL_VS_TH1_DN		46	0.97991157	1.1474496	0.09163347	1.0	1.0	12	tags=2%, list=0%, signal=2%	
GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN	GSE17721_CPG_VS_GARDIQUIMOD_1H_BMDC_DN		76	0.9508927	1.1474034	0.17380352	1.0	1.0	149	tags=4%, list=3%, signal=4%	
GSE20715_WT_VS_TLR4_KO_6H_OZONE_LUNG_DN	GSE20715_WT_VS_TLR4_KO_6H_OZONE_LUNG_DN		62	0.97237873	1.1472461	0.08718626	1.0	1.0	81	tags=8%, list=2%, signal=8%	
MIR548AQ_5P	MIR548AQ_5P		162	0.9120467	1.1472387	0.16340621	1.0	1.0	100	tags=2%, list=2%, signal=2%	
GSE29618_BCELL_VS_PDC_UP	GSE29618_BCELL_VS_PDC_UP		68	0.95206594	1.1472213	0.2433155	1.0	1.0	135	tags=3%, list=3%, signal=3%	
FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN	FLORIO_NEOCORTEX_BASAL_RADIAL_GLIA_DN		47	0.9839053	1.1472149	0.05451937	1.0	1.0	71	tags=9%, list=2%, signal=9%	
GSE17721_LPS_VS_POLYIC_6H_BMDC_UP	GSE17721_LPS_VS_POLYIC_6H_BMDC_UP		68	0.9547735	1.1471802	0.20203304	1.0	1.0	147	tags=13%, list=3%, signal=13%	
HP_URINARY_INCONTINENCE	HP_URINARY_INCONTINENCE		47	0.97761893	1.1471752	0.10222222	1.0	1.0	8	tags=2%, list=0%, signal=2%	
GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_UP	GSE15930_STIM_VS_STIM_AND_IL12_72H_CD8_T_CELL_UP		88	0.9449911	1.1471703	0.18789408	1.0	1.0	117	tags=3%, list=3%, signal=3%	
GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_6H_BMDC_DN		55	0.97540706	1.1471522	0.09732017	1.0	1.0	92	tags=5%, list=2%, signal=6%	
GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN	GSE17721_PAM3CSK4_VS_CPG_4H_BMDC_DN		61	0.96054816	1.1471123	0.19277108	1.0	1.0	148	tags=5%, list=3%, signal=5%	
GSE26351_UNSTIM_VS_WNT_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP	GSE26351_UNSTIM_VS_WNT_PATHWAY_STIM_HEMATOPOIETIC_PROGENITORS_UP		70	0.9619229	1.1471049	0.14888011	1.0	1.0	160	tags=1%, list=4%, signal=1%	
GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN	GSE10239_NAIVE_VS_KLRG1HIGH_EFF_CD8_TCELL_DN		53	0.95867544	1.1470879	0.2503477	1.0	1.0	71	tags=6%, list=2%, signal=6%	
GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP	GSE41867_NAIVE_VS_DAY15_LCMV_EFFECTOR_CD8_TCELL_UP		77	0.948825	1.1470811	0.20965692	1.0	1.0	90	tags=4%, list=2%, signal=4%	
MIR548AB	MIR548AB		164	0.91203517	1.1470677	0.17249155	1.0	1.0	100	tags=2%, list=2%, signal=2%	
BIDUS_METASTASIS_UP	BIDUS_METASTASIS_UP		102	0.9362279	1.1470304	0.18192919	1.0	1.0	63	tags=2%, list=1%, signal=2%	
LEE_RECENT_THYMIC_EMIGRANT	LEE_RECENT_THYMIC_EMIGRANT		85	0.9401501	1.1470094	0.22509225	1.0	1.0	135	tags=2%, list=3%, signal=2%	
HP_THICK_LOWER_LIP_VERMILION	HP_THICK_LOWER_LIP_VERMILION		57	0.970294	1.147002	0.14654003	1.0	1.0	36	tags=5%, list=1%, signal=5%	
MIR4762_5P	MIR4762_5P		42	0.99669033	1.1469569	0.007541478	1.0	1.0	14	tags=2%, list=0%, signal=2%	
TEF1_Q6	TEF1_Q6		67	0.9570355	1.1469387	0.20867209	1.0	1.0	142	tags=7%, list=3%, signal=8%	
AREB6_04	AREB6_04		64	0.96506655	1.1468862	0.16062176	1.0	1.0	149	tags=5%, list=3%, signal=5%	
GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP	GSE8621_UNSTIM_VS_LPS_PRIMED_AND_LPS_STIM_MACROPHAGE_UP		61	0.9731655	1.1468784	0.1118421	1.0	1.0	113	tags=2%, list=3%, signal=2%	
GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP	GSE5589_WT_VS_IL10_KO_LPS_STIM_MACROPHAGE_45MIN_UP		70	0.94831777	1.1468507	0.2176781	1.0	1.0	149	tags=3%, list=3%, signal=3%	
MIR4653_5P	MIR4653_5P		32	0.99929243	1.1468416	0.0031948881	1.0	1.0	3	tags=3%, list=0%, signal=3%	
GSE7764_NKCELL_VS_SPLENOCYTE_UP	GSE7764_NKCELL_VS_SPLENOCYTE_UP		61	0.9649937	1.1468296	0.15353261	1.0	1.0	105	tags=3%, list=2%, signal=3%	
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP	GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_UP		61	0.9636416	1.1468261	0.15957446	1.0	1.0	106	tags=5%, list=2%, signal=5%	
GSE3982_EOSINOPHIL_VS_DC_DN	GSE3982_EOSINOPHIL_VS_DC_DN		60	0.9632004	1.1467777	0.17924528	1.0	1.0	155	tags=2%, list=4%, signal=2%	
GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP	GSE2770_TGFB_AND_IL4_VS_IL4_TREATED_ACT_CD4_TCELL_48H_UP		65	0.96339434	1.1467298	0.15281501	1.0	1.0	154	tags=2%, list=4%, signal=2%	
GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN	GSE16522_MEMORY_VS_NAIVE_ANTI_CD3CD28_STIM_CD8_TCELL_DN		52	0.9768187	1.1465948	0.10054348	1.0	1.0	5	tags=2%, list=0%, signal=2%	
GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN	GSE4748_CTRL_VS_CYANOBACTERIUM_LPSLIKE_STIM_DC_3H_DN		58	0.9746084	1.1465555	0.08827405	1.0	1.0	108	tags=3%, list=3%, signal=3%	
GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP	GSE1925_CTRL_VS_24H_IFNG_STIM_MACROPHAGE_UP		61	0.9662788	1.1465545	0.14779006	1.0	1.0	143	tags=3%, list=3%, signal=3%	
HP_ABNORMAL_EXTEROCEPTIVE_SENSATION	HP_ABNORMAL_EXTEROCEPTIVE_SENSATION		56	0.96703035	1.1464797	0.14398943	1.0	1.0	139	tags=2%, list=3%, signal=2%	
GSE3982_MAST_CELL_VS_NKCELL_DN	GSE3982_MAST_CELL_VS_NKCELL_DN		51	0.9668325	1.1464453	0.16574585	1.0	1.0	143	tags=8%, list=3%, signal=8%	
GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN	GSE37534_UNTREATED_VS_GW1929_TREATED_CD4_TCELL_PPARG1_AND_FOXP3_TRASDUCED_DN		74	0.9527012	1.1464045	0.1859558	1.0	1.0	148	tags=4%, list=3%, signal=4%	
GSE3982_BASOPHIL_VS_NKCELL_UP	GSE3982_BASOPHIL_VS_NKCELL_UP		71	0.95364434	1.1463451	0.20989305	1.0	1.0	145	tags=7%, list=3%, signal=7%	
GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	GOMF_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY		159	0.9081945	1.1463335	0.1919192	1.0	1.0	143	tags=3%, list=3%, signal=3%	
GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_DN	GSE45365_HEALTHY_VS_MCMV_INFECTION_CD8A_DC_DN		70	0.96263677	1.1463175	0.13965744	1.0	1.0	160	tags=6%, list=4%, signal=6%	
GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE	GOCC_INTRINSIC_COMPONENT_OF_ENDOPLASMIC_RETICULUM_MEMBRANE		54	0.96989095	1.1462922	0.12711865	1.0	1.0	130	tags=7%, list=3%, signal=8%	
GSE17721_CTRL_VS_LPS_24H_BMDC_UP	GSE17721_CTRL_VS_LPS_24H_BMDC_UP		62	0.96239746	1.146291	0.1915761	1.0	1.0	60	tags=3%, list=1%, signal=3%	
GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN	GSE36476_CTRL_VS_TSST_ACT_40H_MEMORY_CD4_TCELL_OLD_DN		54	0.96135604	1.1461836	0.24152543	1.0	1.0	165	tags=6%, list=4%, signal=6%	
GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_DN	GSE46606_UNSTIM_VS_CD40L_IL2_IL5_1DAY_STIMULATED_IRF4MID_SORTED_BCELL_DN		39	0.9981183	1.1461778	0.0030627872	1.0	1.0	0	tags=3%, list=0%, signal=3%	
GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP	GSE16450_CTRL_VS_IFNA_12H_STIM_IMMATURE_NEURON_CELL_LINE_UP		69	0.97028804	1.1461587	0.075898804	1.0	1.0	111	tags=6%, list=3%, signal=6%	
GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN	GSE41867_NAIVE_VS_DAY30_LCMV_ARMSTRONG_MEMORY_CD8_TCELL_DN		65	0.966009	1.1461221	0.12782957	1.0	1.0	145	tags=5%, list=3%, signal=5%	
HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX	HP_ABNORMALITY_OF_THE_CEREBRAL_SUBCORTEX		364	0.88020575	1.1461207	0.13043478	1.0	1.0	165	tags=6%, list=4%, signal=5%	
HALLMARK_G2M_CHECKPOINT	HALLMARK_G2M_CHECKPOINT		82	0.9384816	1.1461034	0.21401274	1.0	1.0	134	tags=10%, list=3%, signal=10%	
GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN	GSE39152_CD103_NEG_VS_POS_MEMORY_CD8_TCELL_DN		64	0.9679183	1.1461006	0.120667525	1.0	1.0	135	tags=2%, list=3%, signal=2%	
GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN	GSE22886_NAIVE_BCELL_VS_BLOOD_PLASMA_CELL_DN		60	0.9618141	1.1460868	0.19640388	1.0	1.0	90	tags=3%, list=2%, signal=3%	
NR1D1_TARGET_GENES	NR1D1_TARGET_GENES		42	0.99929076	1.1460621	0.0028735632	1.0	1.0	3	tags=2%, list=0%, signal=2%	
HOXA10_TARGET_GENES	HOXA10_TARGET_GENES		84	0.9458223	1.1460593	0.1922078	1.0	1.0	154	tags=5%, list=4%, signal=5%	
GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP	GSE9006_HEALTHY_VS_TYPE_1_DIABETES_PBMC_4MONTH_POST_DX_UP		96	0.9374662	1.1460325	0.19651741	1.0	1.0	165	tags=5%, list=4%, signal=5%	
GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN	GSE29164_DAY3_VS_DAY7_CD8_TCELL_AND_IL12_TREATED_MELANOMA_DN		40	0.9933837	1.1459676	0.017991005	1.0	1.0	29	tags=5%, list=1%, signal=5%	
GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN	GSE25088_WT_VS_STAT6_KO_MACROPHAGE_DN		52	0.9768444	1.1459671	0.088921286	1.0	1.0	32	tags=4%, list=1%, signal=4%	
HP_NARROW_MOUTH	HP_NARROW_MOUTH		77	0.9503965	1.1459528	0.19023137	1.0	1.0	134	tags=4%, list=3%, signal=4%	
GSE11961_MARGINAL_ZONE_BCELL_VS_PLASMA_CELL_DAY7_DN	GSE11961_MARGINAL_ZONE_BCELL_VS_PLASMA_CELL_DAY7_DN		57	0.96298933	1.1459416	0.22145805	1.0	1.0	158	tags=5%, list=4%, signal=5%	
GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP	GSE29618_BCELL_VS_PDC_DAY7_FLU_VACCINE_UP		65	0.956178	1.1459081	0.20132451	1.0	1.0	138	tags=5%, list=3%, signal=5%	
GSE14308_TH2_VS_NATURAL_TREG_DN	GSE14308_TH2_VS_NATURAL_TREG_DN		57	0.96204036	1.145854	0.22845417	1.0	1.0	164	tags=9%, list=4%, signal=9%	
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_24H_MBOVIS_BCG_STIM_DN	GSE22935_WT_VS_MYD88_KO_MACROPHAGE_24H_MBOVIS_BCG_STIM_DN		66	0.9567495	1.1457995	0.20576131	1.0	1.0	40	tags=3%, list=1%, signal=3%	
GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN	GSE20366_CD103_KLRG1_DP_VS_DN_TREG_DN		62	0.96547693	1.1457403	0.15243101	1.0	1.0	3	tags=2%, list=0%, signal=2%	
HP_ABNORMALITY_OF_THE_SEPTUM_PELLUCIDUM	HP_ABNORMALITY_OF_THE_SEPTUM_PELLUCIDUM		39	0.9920666	1.1457331	0.028106509	1.0	1.0	12	tags=3%, list=0%, signal=3%	
GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP	GSE25088_CTRL_VS_ROSIGLITAZONE_STIM_MACROPHAGE_UP		55	0.9784756	1.1456679	0.08630137	1.0	1.0	63	tags=5%, list=1%, signal=5%	
HP_DOLICHOCEPHALY	HP_DOLICHOCEPHALY		40	0.98251414	1.1456217	0.09172932	1.0	1.0	75	tags=5%, list=2%, signal=5%	
PEDRIOLI_MIR31_TARGETS_DN	PEDRIOLI_MIR31_TARGETS_DN		92	0.93731153	1.1456183	0.21226993	1.0	1.0	120	tags=11%, list=3%, signal=11%	
HP_GENITAL_NEOPLASM	HP_GENITAL_NEOPLASM		51	0.9824686	1.1456153	0.06295754	1.0	1.0	75	tags=4%, list=2%, signal=4%	
GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP	GSE11864_CSF1_VS_CSF1_IFNG_IN_MAC_UP		61	0.95772326	1.1455802	0.22413793	1.0	1.0	84	tags=8%, list=2%, signal=8%	
HP_WIDELY_SPACED_TEETH	HP_WIDELY_SPACED_TEETH		40	0.9948883	1.1455389	0.01399689	1.0	1.0	4	tags=3%, list=0%, signal=2%	
MULLIGHAN_MLL_SIGNATURE_2_DN	MULLIGHAN_MLL_SIGNATURE_2_DN		99	0.94001055	1.1455133	0.16853933	1.0	1.0	171	tags=5%, list=4%, signal=5%	
DOANE_RESPONSE_TO_ANDROGEN_UP	DOANE_RESPONSE_TO_ANDROGEN_UP		38	0.99952763	1.1455067	0.003125	1.0	1.0	2	tags=3%, list=0%, signal=3%	
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN	GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDC_DN		60	0.95732147	1.1454746	0.23822714	1.0	1.0	69	tags=3%, list=2%, signal=3%	
GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP	GSE5542_IFNG_VS_IFNA_TREATED_EPITHELIAL_CELLS_24H_UP		73	0.9513187	1.145457	0.20906802	1.0	1.0	137	tags=7%, list=3%, signal=7%	
BENPORATH_NOS_TARGETS	BENPORATH_NOS_TARGETS		58	0.9689005	1.1453929	0.13324176	1.0	1.0	9	tags=2%, list=0%, signal=2%	
TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP	TONKS_TARGETS_OF_RUNX1_RUNX1T1_FUSION_HSC_UP		53	0.9677616	1.1453918	0.18699187	1.0	1.0	94	tags=8%, list=2%, signal=8%	
GSE21063_WT_VS_NFATC1_KO_BCELL_UP	GSE21063_WT_VS_NFATC1_KO_BCELL_UP		44	0.9700569	1.1453624	0.1874106	1.0	1.0	104	tags=7%, list=2%, signal=7%	
GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP	GSE22886_NAIVE_VS_IGG_IGA_MEMORY_BCELL_UP		36	0.99598676	1.1453514	0.006116208	1.0	1.0	17	tags=3%, list=0%, signal=3%	
GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN	GSE15930_STIM_VS_STIM_AND_IFNAB_48H_CD8_T_CELL_DN		58	0.964879	1.1453378	0.17255434	1.0	1.0	150	tags=5%, list=4%, signal=5%	
PXR_Q2	PXR_Q2		64	0.96364075	1.145291	0.14925373	1.0	1.0	155	tags=5%, list=4%, signal=5%	
GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP	GSE22935_WT_VS_MYD88_KO_MACROPHAGE_48H_MBOVIS_BCG_STIM_UP		48	0.9761078	1.145289	0.101248264	1.0	1.0	16	tags=2%, list=0%, signal=2%	
GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_UP	GSE37532_VISCERAL_ADIPOSE_TISSUE_VS_LN_DERIVED_TREG_CD4_TCELL_UP		57	0.97160125	1.1452351	0.1014885	1.0	1.0	27	tags=4%, list=1%, signal=3%	
MIR519A_2_5P_MIR520B_5P	MIR519A_2_5P_MIR520B_5P		55	0.9690618	1.1451893	0.11634349	1.0	1.0	19	tags=4%, list=0%, signal=4%	
GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP	GSE5503_MLN_DC_VS_PLN_DC_ACTIVATED_ALLOGENIC_TCELL_UP		57	0.97319096	1.1451811	0.08583106	1.0	1.0	113	tags=2%, list=3%, signal=2%	
COUP_DR1_Q6	COUP_DR1_Q6		59	0.96141785	1.1451725	0.19891746	1.0	1.0	108	tags=5%, list=3%, signal=5%	
HP_LACTIC_ACIDOSIS	HP_LACTIC_ACIDOSIS		47	0.9691101	1.1451333	0.19013062	1.0	1.0	50	tags=4%, list=1%, signal=4%	
LIU_CMYB_TARGETS_UP	LIU_CMYB_TARGETS_UP		56	0.9758064	1.1451017	0.09066306	1.0	1.0	103	tags=4%, list=2%, signal=4%	
GSE17721_0.5H_VS_8H_POLYIC_BMDC_DN	GSE17721_0.5H_VS_8H_POLYIC_BMDC_DN		71	0.95144904	1.1450624	0.21656051	1.0	1.0	101	tags=7%, list=2%, signal=7%	
GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_UP	GSE39916_B_CELL_SPLEEN_VS_PLASMA_CELL_BONE_MARROW_UP		57	0.96559906	1.144995	0.16358463	1.0	1.0	146	tags=4%, list=3%, signal=4%	
GSE14308_TH1_VS_TH17_DN	GSE14308_TH1_VS_TH17_DN		77	0.9519571	1.1449763	0.19503106	1.0	1.0	2	tags=1%, list=0%, signal=1%	
HP_ABNORMALITY_OF_THE_PANCREAS	HP_ABNORMALITY_OF_THE_PANCREAS		77	0.94399565	1.1449695	0.22715405	1.0	1.0	8	tags=1%, list=0%, signal=1%	
HP_HYPOGONADISM	HP_HYPOGONADISM		98	0.92942935	1.1449616	0.2175	1.0	1.0	75	tags=5%, list=2%, signal=5%	
GSE10325_CD4_TCELL_VS_BCELL_DN	GSE10325_CD4_TCELL_VS_BCELL_DN		46	0.9772835	1.1449522	0.106038295	1.0	1.0	97	tags=4%, list=2%, signal=4%	
MIR6516_3P	MIR6516_3P		53	0.9722681	1.1449041	0.11035422	1.0	1.0	85	tags=6%, list=2%, signal=6%	
GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN	GSE3720_VD1_VS_VD2_GAMMADELTA_TCELL_WITH_PMA_STIM_DN		74	0.9502696	1.1448972	0.22820513	1.0	1.0	21	tags=1%, list=0%, signal=1%	
GOCC_DENDRITIC_TREE	GOCC_DENDRITIC_TREE		136	0.92481446	1.1448947	0.1688466	1.0	1.0	157	tags=4%, list=4%, signal=4%	
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN	GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_48H_CD8_T_CELL_DN		63	0.96359444	1.1448399	0.15906128	1.0	1.0	75	tags=5%, list=2%, signal=5%	
MIR5682	MIR5682		67	0.96258724	1.1448294	0.16733068	1.0	1.0	125	tags=7%, list=3%, signal=8%	
HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT	HP_FUNCTIONAL_ABNORMALITY_OF_THE_GASTROINTESTINAL_TRACT		319	0.8780812	1.1448189	0.17549326	1.0	1.0	151	tags=4%, list=4%, signal=4%	
CIZ_01	CIZ_01		57	0.96582735	1.1447971	0.15725806	1.0	1.0	97	tags=4%, list=2%, signal=4%	
MIR548Y	MIR548Y		165	0.91202945	1.1447805	0.17257144	1.0	1.0	100	tags=2%, list=2%, signal=2%	
GOBP_REGULATION_OF_TELOMERE_MAINTENANCE	GOBP_REGULATION_OF_TELOMERE_MAINTENANCE		41	0.9885425	1.144734	0.038516406	1.0	1.0	30	tags=2%, list=1%, signal=2%	
GSE7852_LN_VS_THYMUS_TCONV_UP	GSE7852_LN_VS_THYMUS_TCONV_UP		53	0.9671614	1.1446791	0.16824967	1.0	1.0	130	tags=9%, list=3%, signal=10%	
MIR2054	MIR2054		60	0.96818614	1.1446743	0.1471802	1.0	1.0	135	tags=3%, list=3%, signal=3%	
GSE17721_12H_VS_24H_LPS_BMDC_DN	GSE17721_12H_VS_24H_LPS_BMDC_DN		65	0.9540266	1.1446668	0.23513514	1.0	1.0	160	tags=5%, list=4%, signal=5%	
MIR183_3P	MIR183_3P		61	0.9610544	1.1446537	0.20152092	1.0	1.0	168	tags=8%, list=4%, signal=8%	
GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN	GSE22103_UNSTIM_VS_GMCSF_AND_IFNG_STIM_NEUTROPHIL_DN		61	0.96963227	1.1446427	0.11590297	1.0	1.0	61	tags=3%, list=1%, signal=3%	
GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_DN	GSE17721_CPG_VS_GARDIQUIMOD_24H_BMDC_DN		59	0.9667696	1.1446408	0.13972603	1.0	1.0	142	tags=5%, list=3%, signal=5%	
GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_DN	GSE21546_WT_VS_SAP1A_KO_DP_THYMOCYTES_DN		42	0.99123764	1.1446209	0.032884903	1.0	1.0	6	tags=2%, list=0%, signal=2%	
USF2_Q6	USF2_Q6		84	0.9522134	1.144605	0.18870346	1.0	1.0	150	tags=6%, list=4%, signal=6%	
GOCC_DISTAL_AXON	GOCC_DISTAL_AXON		58	0.96556276	1.144597	0.1511471	1.0	1.0	35	tags=3%, list=1%, signal=3%	
GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS	GOBP_RESPONSE_TO_ENDOPLASMIC_RETICULUM_STRESS		91	0.93452406	1.1445767	0.22044335	1.0	1.0	130	tags=7%, list=3%, signal=7%	
GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_DN	GSE28737_FOLLICULAR_VS_MARGINAL_ZONE_BCELL_BCL6_HET_DN		50	0.9601192	1.1445732	0.25106382	1.0	1.0	18	tags=2%, list=0%, signal=2%	
MIR548AR_5P	MIR548AR_5P		163	0.91204095	1.1445414	0.2015855	1.0	1.0	100	tags=2%, list=2%, signal=2%	
YAGI_AML_FAB_MARKERS	YAGI_AML_FAB_MARKERS		65	0.9633943	1.1445136	0.16090426	1.0	1.0	157	tags=6%, list=4%, signal=6%	
GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP	GSE5679_CTRL_VS_PPARG_LIGAND_ROSIGLITAZONE_TREATED_DC_UP		63	0.96269894	1.1445009	0.18588874	1.0	1.0	161	tags=8%, list=4%, signal=8%	
GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP	GSE24081_CONTROLLER_VS_PROGRESSOR_HIV_SPECIFIC_CD8_TCELL_UP		48	0.97796893	1.1443151	0.10704225	1.0	1.0	91	tags=6%, list=2%, signal=6%	
LENAOUR_DENDRITIC_CELL_MATURATION_DN	LENAOUR_DENDRITIC_CELL_MATURATION_DN		48	0.9748597	1.1443063	0.11522049	1.0	1.0	27	tags=2%, list=1%, signal=2%	
GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP	GSE36826_WT_VS_IL1R_KO_SKIN_STAPH_AUREUS_INF_UP		64	0.95793176	1.1442981	0.20383038	1.0	1.0	167	tags=8%, list=4%, signal=8%	
GSE22611_UNSTIM_VS_6H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP	GSE22611_UNSTIM_VS_6H_MDP_STIM_MUTANT_NOD2_TRANSDUCED_HEK293T_CELL_UP		69	0.9645491	1.1442921	0.13672923	1.0	1.0	150	tags=3%, list=4%, signal=3%	
GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING	GOBP_REGULATION_OF_TRANS_SYNAPTIC_SIGNALING		83	0.94927615	1.1442316	0.18250951	1.0	1.0	151	tags=4%, list=4%, signal=4%	
CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP	CHIANG_LIVER_CANCER_SUBCLASS_PROLIFERATION_UP		44	0.98781765	1.144198	0.041666668	1.0	1.0	46	tags=7%, list=1%, signal=7%	
GOCC_FICOLIN_1_RICH_GRANULE_LUMEN	GOCC_FICOLIN_1_RICH_GRANULE_LUMEN		52	0.9645877	1.1441767	0.18950437	1.0	1.0	110	tags=4%, list=3%, signal=4%	
